ApprovedSymbol	UniProtID	HGNCID	ApprovedName	Consensus_Call	Taxon	Age	Class
MC2R	Q01718	6930	melanocortin 2 receptor (adrenocorticotropic hormone)	plasma membrane	Amniota	324	Receptor
MC3R	P41968	6931	melanocortin 3 receptor	nucleus. plasma membrane	Mammalia	220	Receptor
MC4R	P32245	6932	melanocortin 4 receptor	plasma membrane	Euteleostomi	454	Receptor
MC5R	P33032	6933	melanocortin 5 receptor	plasma membrane	Euteleostomi	454	Receptor
MCAM	P43121	6934	melanoma cell adhesion molecule	cytoplasm. nucleus. plasma membrane. secreted	Euteleostomi	454	Receptor
MCHR1	Q99705	4479	melanin-concentrating hormone receptor 1	plasma membrane	Euteleostomi	454	Receptor
MCHR2	Q969V1	20867	melanin-concentrating hormone receptor 2	plasma membrane	Mammalia	220	Receptor
MERTK	Q12866	7027	c-mer proto-oncogene tyrosine kinase	plasma membrane	Chordata	797	Receptor
MET	P08581	7029	met proto-oncogene	cytoplasm. plasma membrane. secreted	Deuterostomia	824	Receptor
MFRP	Q9BY79	18121	membrane frizzled-related protein	plasma membrane	NA	NA	Receptor
MLNR	O43193	4495	motilin receptor	plasma membrane	Euteleostomi	454	Receptor
MMP24	Q9Y5R2	7172	matrix metallopeptidase 24 (membrane-inserted)	plasma membrane	Bilateria	910	Receptor
MOG	Q16653	7197	myelin oligodendrocyte glycoprotein	plasma membrane	Amniota	324	Receptor
MPL	P40238	7217	myeloproliferative leukemia virus oncogene	plasma membrane	Euteleostomi	454	Receptor
MRC2	Q9UBG0	16875	mannose receptor, C type 2	endoplasmic reticulum membrane	Deuterostomia	824	Receptor
MRGPRX1	Q96LB2	17962	MAS-related GPR, member X1	plasma membrane	Euarchontoglires	91	Receptor
MRGPRX2	Q96LB1	17983	MAS-related GPR, member X2	plasma membrane	Theria	176	Receptor
MST1R	Q04912	7381	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	plasma membrane	Deuterostomia	824	Receptor
MTNR1A	P48039	7463	melatonin receptor 1A	plasma membrane	Euteleostomi	454	Receptor
MTNR1B	P49286	7464	melatonin receptor 1B	plasma membrane	Deuterostomia	824	Receptor
MUSK	O15146	7525	muscle, skeletal, receptor tyrosine kinase	plasma membrane	Deuterostomia	824	Receptor
NCR3	O14931	19077	natural cytotoxicity triggering receptor 3	cytoplasm. plasma membrane	Eutheria	97	Receptor
NCSTN	Q92542	17091	nicastrin	endoplasmic reticulum. golgi apparatus. lysosome. melanosome. plasma membrane	Bilateria	910	Receptor
NEO1	Q92859	7754	neogenin 1	plasma membrane	Euteleostomi	454	Receptor
NGFR	P08138	7809	nerve growth factor receptor	plasma membrane	Deuterostomia	824	Receptor
NGFRAP1	Q00994	13388	nerve growth factor receptor (TNFRSF16) associated protein 1	cytoplasm. nucleus	Eutheria	97	Receptor
NMBR	P28336	7843	neuromedin B receptor	plasma membrane	Euteleostomi	454	Receptor
NMUR1	Q9HB89	4518	neuromedin U receptor 1	plasma membrane	Amniota	324	Receptor
NMUR2	Q9GZQ4	16454	neuromedin U receptor 2	plasma membrane	Bilateria	910	Receptor
NOTCH1	P46531	7881	notch 1	cytoplasm. nucleus. plasma membrane	Bilateria	910	Receptor
NOTCH2	Q04721	7882	notch 2	endoplasmic reticulum. golgi apparatus. nucleus. plasma membrane	Bilateria	910	Receptor
NOTCH3	Q9UM47	7883	notch 3	endoplasmic reticulum. golgi apparatus. nucleus. plasma membrane	Bilateria	910	Receptor
NOTCH4	Q99466	7884	notch 4	endoplasmic reticulum. nucleus. plasma membrane	Bilateria	910	Receptor
NPBWR1	P48145	4522	neuropeptides B/W receptor 1	plasma membrane	Euteleostomi	454	Receptor
NPBWR2	P48146	4530	neuropeptides B/W receptor 2	plasma membrane	Euteleostomi	454	Receptor
NPFFR1	Q9GZQ6	17425	neuropeptide FF receptor 1	plasma membrane	Euteleostomi	454	Receptor
NPFFR2	Q9Y5X5	4525	neuropeptide FF receptor 2	plasma membrane	Euteleostomi	454	Receptor
NPR1	P16066	7943	natriuretic peptide receptor 1	plasma membrane	Bilateria	910	Receptor
NPR2	P20594	7944	natriuretic peptide receptor 2	plasma membrane	Bilateria	910	Receptor
NPR3	P17342	7945	natriuretic peptide receptor 3	nucleus. plasma membrane	Chordata	797	Receptor
NPSR1	Q6W5P4	23631	neuropeptide S receptor 1	cytoplasm. plasma membrane	Amniota	324	Receptor
NPTN	Q9Y639	17867	neuroplastin	plasma membrane	Euteleostomi	454	Receptor
NPY1R	P25929	7956	neuropeptide Y receptor Y1	plasma membrane	Chordata	797	Receptor
NPY2R	P49146	7957	neuropeptide Y receptor Y2	plasma membrane	Euteleostomi	454	Receptor
NPY4R	P50391	9329	neuropeptide Y receptor Y4	plasma membrane	Amniota	324	Receptor
NPY5R	Q15761	7958	neuropeptide Y receptor Y5	plasma membrane	Tetrapoda	361	Receptor
NRCAM	Q92823	7994	neuronal cell adhesion molecule	plasma membrane	Bilateria	910	Receptor
NRP1	O14786	8004	neuropilin 1	plasma membrane. secreted	Euteleostomi	454	Receptor
NRP2	O60462	8005	neuropilin 2	plasma membrane. secreted	Euteleostomi	454	Receptor
NRSN1	Q8IZ57	17881	neurensin 1	plasma membrane	Euteleostomi	454	Receptor
NRXN1	P58400	8008	neurexin 1	plasma membrane	Bilateria	910	Receptor
NRXN2	P58401	8009	neurexin 2	plasma membrane	Bilateria	910	Receptor
NRXN3	Q9HDB5	8010	neurexin 3	plasma membrane	Bilateria	910	Receptor
NT5E	P21589	8021	5'-nucleotidase, ecto (CD73)	plasma membrane	Euteleostomi	454	Receptor
NTRK1	P04629	8031	neurotrophic tyrosine kinase, receptor, type 1	endoplasmic reticulum. golgi apparatus. plasma membrane	Euteleostomi	454	Receptor
NTRK2	Q16620	8032	neurotrophic tyrosine kinase, receptor, type 2	plasma membrane	Euteleostomi	454	Receptor
NTRK3	Q16288	8033	neurotrophic tyrosine kinase, receptor, type 3	plasma membrane	Euteleostomi	454	Receptor
NTSR1	P30989	8039	neurotensin receptor 1 (high affinity)	plasma membrane	Amniota	324	Receptor
NTSR2	O95665	8040	neurotensin receptor 2	plasma membrane	Eutheria	97	Receptor
OCLN	Q16625	8104	occludin	plasma membrane	Euteleostomi	454	Receptor
OGFR	Q9NZT2	15768	opioid growth factor receptor	cytoplasm. nucleus	Euteleostomi	454	Receptor
OLR1	P78380	8133	oxidized low density lipoprotein (lectin-like) receptor 1	plasma membrane. secreted	Eutheria	97	Receptor
OPRD1	P41143	8153	opioid receptor, delta 1	cytoplasm. plasma membrane	Theria	176	Receptor
OPRK1	P41145	8154	opioid receptor, kappa 1	plasma membrane	Chordata	797	Receptor
OPRL1	P41146	8155	opiate receptor-like 1	plasma membrane	Euteleostomi	454	Receptor
OPRM1	P35372	8156	opioid receptor, mu 1	cytoplasm. endosome. plasma membrane	Euteleostomi	454	Receptor
OR1E1	P30953	8189	olfactory receptor, family 1, subfamily E, member 1	plasma membrane	Eutheria	97	Receptor
OR1G1	P47890	8204	olfactory receptor, family 1, subfamily G, member 1	plasma membrane	Homininae	6	Receptor
ORAI2	Q96SN7	21667	ORAI calcium release-activated calcium modulator 2	plasma membrane	Bilateria	910	Receptor
OSMR	Q99650	8507	oncostatin M receptor	plasma membrane	Amniota	324	Receptor
OXTR	P30559	8529	oxytocin receptor	plasma membrane	Euteleostomi	454	Receptor
P2RX7	Q99572	8537	purinergic receptor P2X, ligand-gated ion channel, 7	plasma membrane	Amniota	324	Receptor
P2RY12	Q9H244	18124	purinergic receptor P2Y, G-protein coupled, 12	plasma membrane	Mammalia	220	Receptor
P2RY14	Q15391	16442	purinergic receptor P2Y, G-protein coupled, 14	plasma membrane	Tetrapoda	361	Receptor
PDGFRA	P16234	8803	platelet-derived growth factor receptor, alpha polypeptide	plasma membrane. secreted	Euteleostomi	454	Receptor
PDGFRB	P09619	8804	platelet-derived growth factor receptor, beta polypeptide	lysosome. plasma membrane	Euteleostomi	454	Receptor
PECAM1	P16284	8823	platelet/endothelial cell adhesion molecule 1	plasma membrane	NA	NA	Receptor
PGRMC1	O00264	16090	progesterone receptor membrane component 1	plasma membrane	Eukaryota	1628	Receptor
PHEX	P78562	8918	phosphate regulating endopeptidase homolog, X-linked	plasma membrane	Chordata	797	Receptor
PLA2R1	Q13018	9042	phospholipase A2 receptor 1, 180kDa	plasma membrane. secreted	Deuterostomia	824	Receptor
PLAUR	Q03405	9053	plasminogen activator, urokinase receptor	secreted	Eutheria	97	Receptor
PLD2	O14939	9068	phospholipase D2	cytoplasm. endosome. golgi apparatus. nucleus	Opisthokonta	1368	Receptor
PLGRKT	Q9HBL7	23633	plasminogen receptor, C-terminal lysine transmembrane protein	plasma membrane	Deuterostomia	824	Receptor
PLSCR4	Q9NRQ2	16497	phospholipid scramblase 4	plasma membrane	Eutheria	97	Receptor
PLXNA1	Q9UIW2	9099	plexin A1	plasma membrane	Bilateria	910	Receptor
PLXNA2	O75051	9100	plexin A2	plasma membrane	Bilateria	910	Receptor
PLXNA3	P51805	9101	plexin A3	plasma membrane	Bilateria	910	Receptor
PLXNA4	Q9HCM2	9102	plexin A4	plasma membrane	NA	NA	Receptor
PLXNB1	O43157	9103	plexin B1	plasma membrane. secreted	Bilateria	910	Receptor
PLXNB2	O15031	9104	plexin B2	plasma membrane	Bilateria	910	Receptor
PLXNB3	Q9ULL4	9105	plexin B3	plasma membrane	Bilateria	910	Receptor
PLXNC1	O60486	9106	plexin C1	plasma membrane	Euteleostomi	454	Receptor
PLXND1	Q9Y4D7	9107	plexin D1	plasma membrane	Bilateria	910	Receptor
PRLHR	P49683	4464	prolactin releasing hormone receptor	plasma membrane	Euteleostomi	454	Receptor
PRLR	P16471	9446	prolactin receptor	nucleus. plasma membrane. secreted	Euteleostomi	454	Receptor
PROCR	Q9UNN8	9452	protein C receptor, endothelial	plasma membrane	Amniota	324	Receptor
PROKR1	Q8TCW9	4524	prokineticin receptor 1	plasma membrane	Euteleostomi	454	Receptor
PROKR2	Q8NFJ6	15836	prokineticin receptor 2	plasma membrane	Euteleostomi	454	Receptor
PTCH1	Q13635	9585	patched 1	plasma membrane	Bilateria	910	Receptor
PTCH2	Q9Y6C5	9586	patched 2	plasma membrane	Bilateria	910	Receptor
PTGDR	Q13258	9591	prostaglandin D2 receptor (DP)	plasma membrane	Eutheria	97	Receptor
PTGDR2	Q9Y5Y4	4502	prostaglandin D2 receptor 2	plasma membrane	Mammalia	220	Receptor
PTGIR	P43119	9602	prostaglandin I2 (prostacyclin) receptor (IP)	plasma membrane	Theria	176	Receptor
PTH1R	Q03431	9608	parathyroid hormone 1 receptor	plasma membrane	Chordata	797	Receptor
PTH2R	P49190	9609	parathyroid hormone 2 receptor	plasma membrane	Mammalia	220	Receptor
PTPRA	P18433	9664	protein tyrosine phosphatase, receptor type, A	cytoplasm. nucleus. plasma membrane	Bilateria	910	Receptor
PTPRB	P23467	9665	protein tyrosine phosphatase, receptor type, B	nucleus. plasma membrane	Bilateria	910	Receptor
PTPRD	P23468	9668	protein tyrosine phosphatase, receptor type, D	plasma membrane	Bilateria	910	Receptor
PTPRF	P10586	9670	protein tyrosine phosphatase, receptor type, F	plasma membrane. secreted	Bilateria	910	Receptor
PTPRG	P23470	9671	protein tyrosine phosphatase, receptor type, G	plasma membrane	Deuterostomia	824	Receptor
PTPRM	P28827	9675	protein tyrosine phosphatase, receptor type, M	plasma membrane	Deuterostomia	824	Receptor
PTPRS	Q13332	9681	protein tyrosine phosphatase, receptor type, S	plasma membrane	Bilateria	910	Receptor
PTPRU	Q92729	9683	protein tyrosine phosphatase, receptor type, U	plasma membrane	Deuterostomia	824	Receptor
PTPRZ1	P23471	9685	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	plasma membrane	Deuterostomia	824	Receptor
PVR	P15151	9705	poliovirus receptor	plasma membrane. secreted	Catarrhini	29	Receptor
PVRL1	Q15223	9706	poliovirus receptor-related 1 (herpesvirus entry mediator C)	plasma membrane. secreted	Euteleostomi	454	Receptor
PVRL2	Q92692	9707	poliovirus receptor-related 2 (herpesvirus entry mediator B)	nucleus. plasma membrane	Euteleostomi	454	Receptor
PVRL3	Q9NQS3	17664	poliovirus receptor-related 3	plasma membrane	Euteleostomi	454	Receptor
PVRL4	Q96NY8	19688	poliovirus receptor-related 4	plasma membrane. secreted	Mammalia	220	Receptor
QRFPR	Q96P65	15565	pyroglutamylated RFamide peptide receptor	plasma membrane	Euteleostomi	454	Receptor
RAMP1	O60894	9843	receptor (G protein-coupled) activity modifying protein 1	endoplasmic reticulum. golgi apparatus. plasma membrane	Euteleostomi	454	Receptor
RAMP2	O60895	9844	receptor (G protein-coupled) activity modifying protein 2	cytoplasm. lysosome. plasma membrane	Theria	176	Receptor
RAMP3	O60896	9845	receptor (G protein-coupled) activity modifying protein 3	cytoplasm. lysosome. plasma membrane	Tetrapoda	361	Receptor
RET	P07949	9967	ret proto-oncogene	endosome membrane. plasma membrane	Euteleostomi	454	Receptor
RHAG	Q02094	10006	Rh-associated glycoprotein	plasma membrane	Bilateria	910	Receptor
RHBDL2	Q9NX52	16083	rhomboid, veinlet-like 2 (Drosophila)	plasma membrane	Chordata	797	Receptor
ROBO1	Q9Y6N7	10249	roundabout, axon guidance receptor, homolog 1 (Drosophila)	cytoplasm. nucleus. plasma membrane	Bilateria	910	Receptor
ROBO2	Q9HCK4	10250	roundabout, axon guidance receptor, homolog 2 (Drosophila)	plasma membrane	Bilateria	910	Receptor
ROBO3	Q96MS0	13433	roundabout, axon guidance receptor, homolog 3 (Drosophila)	n/a	Bilateria	910	Receptor
ROBO4	Q8WZ75	17985	roundabout, axon guidance receptor, homolog 4 (Drosophila)	plasma membrane	Euteleostomi	454	Receptor
ROR1	Q01973	10256	receptor tyrosine kinase-like orphan receptor 1	cytoplasm. plasma membrane	Bilateria	910	Receptor
ROR2	Q01974	10257	receptor tyrosine kinase-like orphan receptor 2	plasma membrane	Bilateria	910	Receptor
RPSA	P08865	6502	ribosomal protein SA	cytoplasm. nucleus	Cell.Organisms	4200	Receptor
RTN4R	Q9BZR6	18601	reticulon 4 receptor	plasma membrane	Euarchontoglires	91	Receptor
RTN4RL1	Q86UN2	21329	reticulon 4 receptor-like 1	plasma membrane	Euteleostomi	454	Receptor
RXFP1	Q9HBX9	19718	relaxin/insulin-like family peptide receptor 1	plasma membrane	Euteleostomi	454	Receptor
RXFP2	Q8WXD0	17318	relaxin/insulin-like family peptide receptor 2	plasma membrane	Euteleostomi	454	Receptor
RXFP3	Q9NSD7	24883	relaxin/insulin-like family peptide receptor 3	plasma membrane	Chordata	797	Receptor
RXFP4	Q8TDU9	14666	relaxin/insulin-like family peptide receptor 4	plasma membrane	Catarrhini	29	Receptor
RYK	P34925	10481	receptor-like tyrosine kinase	cytoplasm	Bilateria	910	Receptor
S1PR1	P21453	3165	sphingosine-1-phosphate receptor 1	plasma membrane	Euteleostomi	454	Receptor
S1PR3	Q99500	3167	sphingosine-1-phosphate receptor 3	cytoplasm. plasma membrane. secreted	Theria	176	Receptor
S1PR4	O95977	3170	sphingosine-1-phosphate receptor 4	plasma membrane	Tetrapoda	361	Receptor
S1PR5	Q9H228	14299	sphingosine-1-phosphate receptor 5	plasma membrane	Human	0	Receptor
SCARB1	Q8WTV0	1664	scavenger receptor class B, member 1	plasma membrane. secreted	Euteleostomi	454	Receptor
SCARF1	Q14162	16820	scavenger receptor class F, member 1	plasma membrane. secreted	Amniota	324	Receptor
SCN5A	Q14524	10593	sodium channel, voltage-gated, type V, alpha subunit	cytoplasm. plasma membrane	Deuterostomia	824	Receptor
SCN8A	Q9UQD0	10596	sodium channel, voltage gated, type VIII, alpha subunit	plasma membrane	Deuterostomia	824	Receptor
SCTR	P47872	10608	secretin receptor	cytoplasm. plasma membrane	Theria	176	Receptor
SDC1	P18827	10658	syndecan 1	plasma membrane. secreted	Amniota	324	Receptor
SDC2	P34741	10659	syndecan 2	plasma membrane	Amniota	324	Receptor
SDC3	O75056	10660	syndecan 3	plasma membrane	Tetrapoda	361	Receptor
SDC4	P31431	10661	syndecan 4	plasma membrane. secreted	Euteleostomi	454	Receptor
SELE	P16581	10718	selectin E	endosome. lysosome. plasma membrane. secreted	Amniota	324	Receptor
SELL	P14151	10720	selectin L	secreted	Eutheria	97	Receptor
SELP	P16109	10721	selectin P (granule membrane protein 140kDa, antigen CD62)	plasma membrane	Chordata	797	Receptor
SIRPA	P78324	9662	signal-regulatory protein alpha	plasma membrane	Amniota	324	Receptor
SIRPB1	O00241	15928	signal-regulatory protein beta 1	plasma membrane	Amniota	324	Receptor
SIRPG	Q9P1W8	15757	signal-regulatory protein gamma	plasma membrane	Human	0	Receptor
SLC16A2	P36021	10923	solute carrier family 16, member 2 (thyroid hormone transporter)	plasma membrane	Theria	176	Receptor
SLC16A4	O15374	10925	solute carrier family 16, member 4	plasma membrane	Deuterostomia	824	Receptor
SLC17A7	Q9P2U7	16704	solute carrier family 17 (vesicular glutamate transporter), member 7	plasma membrane	Bilateria	910	Receptor
SLC18A2	Q05940	10935	solute carrier family 18 (vesicular monoamine transporter), member 2	plasma membrane	Bilateria	910	Receptor
SLC18A3	Q16572	10936	solute carrier family 18 (vesicular acetylcholine transporter), member 3	plasma membrane	Bilateria	910	Receptor
SLC37A1	P57057	11024	solute carrier family 37 (glucose-6-phosphate transporter), member 1	plasma membrane	Euteleostomi	454	Receptor
SLC40A1	Q9NP59	10909	solute carrier family 40 (iron-regulated transporter), member 1	cytoplasm. plasma membrane	Deuterostomia	824	Receptor
SLC44A5	Q8NCS7	28524	solute carrier family 44, member 5	plasma membrane	Bilateria	910	Receptor
SLC45A3	Q96JT2	8642	solute carrier family 45, member 3	plasma membrane	Euteleostomi	454	Receptor
SLC5A11	Q8WWX8	23091	solute carrier family 5 (sodium/inositol cotransporter), member 11	plasma membrane	Deuterostomia	824	Receptor
SLC9C2	Q5TAH2	28664	solute carrier family 9, member C2 (putative)	plasma membrane	Theria	176	Receptor
SMO	Q99835	11119	smoothened, frizzled class receptor	endosome. plasma membrane	Deuterostomia	824	Receptor
SORCS3	Q9UPU3	16699	sortilin-related VPS10 domain containing receptor 3	plasma membrane	Tetrapoda	361	Receptor
SORL1	Q92673	11185	sortilin-related receptor, L(DLR class) A repeats containing	cytoplasm. golgi apparatus. plasma membrane	Deuterostomia	824	Receptor
SORT1	Q99523	11186	sortilin 1	endoplasmic reticulum. endosome. golgi apparatus. plasma membrane	Euteleostomi	454	Receptor
SSTR1	P30872	11330	somatostatin receptor 1	plasma membrane	Theria	176	Receptor
SSTR2	P30874	11331	somatostatin receptor 2	plasma membrane	Bilateria	910	Receptor
SSTR3	P32745	11332	somatostatin receptor 3	plasma membrane	Euarchontoglires	91	Receptor
SSTR4	P31391	11333	somatostatin receptor 4	plasma membrane	Euarchontoglires	91	Receptor
SSTR5	P35346	11334	somatostatin receptor 5	plasma membrane	Euteleostomi	454	Receptor
ST14	Q9Y5Y6	11344	suppression of tumorigenicity 14 (colon carcinoma)	plasma membrane	Euteleostomi	454	Receptor
STRA6	Q9BX79	30650	stimulated by retinoic acid 6	plasma membrane	Euteleostomi	454	Receptor
TACR1	P25103	11526	tachykinin receptor 1	plasma membrane	Euteleostomi	454	Receptor
TACR2	P21452	11527	tachykinin receptor 2	plasma membrane	Amniota	324	Receptor
TACR3	P29371	11528	tachykinin receptor 3	plasma membrane	Euteleostomi	454	Receptor
TBXA2R	P21731	11608	thromboxane A2 receptor	plasma membrane	Euteleostomi	454	Receptor
TEK	Q02763	11724	TEK tyrosine kinase, endothelial	cytoplasm. plasma membrane. secreted	Deuterostomia	824	Receptor
TFR2	Q9UP52	11762	transferrin receptor 2	cytoplasm. plasma membrane	Theria	176	Receptor
TFRC	P02786	11763	transferrin receptor	endosome. melanosome. mitochondrion. nucleus. plasma membrane. secreted	Euteleostomi	454	Receptor
TGFBR1	P36897	11772	transforming growth factor, beta receptor 1	plasma membrane	Bilateria	910	Receptor
TGFBR2	P37173	11773	transforming growth factor, beta receptor II (70/80kDa)	cytoplasm. nucleus. plasma membrane. secreted	Human	0	Receptor
TGFBR3	Q03167	11774	transforming growth factor, beta receptor III	cytoplasm. plasma membrane. secreted	Euteleostomi	454	Receptor
THBD	P07204	11784	thrombomodulin	plasma membrane. secreted	Amniota	324	Receptor
TIE1	P35590	11809	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	plasma membrane	Deuterostomia	824	Receptor
TLR1	Q15399	11847	toll-like receptor 1	plasma membrane	Euteleostomi	454	Receptor
TLR2	O60603	11848	toll-like receptor 2	plasma membrane	Chordata	797	Receptor
TLR4	O00206	11850	toll-like receptor 4	golgi apparatus. plasma membrane	Amniota	324	Receptor
TLR5	O60602	11851	toll-like receptor 5	plasma membrane	Euteleostomi	454	Receptor
TLR6	Q9Y2C9	16711	toll-like receptor 6	plasma membrane	Euteleostomi	454	Receptor
TLR9	Q9NR96	15633	toll-like receptor 9	endoplasmic reticulum	NA	NA	Receptor
TMEM222	Q9H0R3	25363	transmembrane protein 222	plasma membrane	Eukaryota	1628	Receptor
TMEM67	Q5HYA8	28396	transmembrane protein 67	cytoplasm. endoplasmic reticulum membrane. plasma membrane	Bilateria	910	Receptor
TMEM8A	Q9HCN3	17205	transmembrane protein 8A	plasma membrane	Euteleostomi	454	Receptor
TMPRSS6	Q8IU80	16517	transmembrane protease, serine 6	plasma membrane	Tetrapoda	361	Receptor
TNFRSF10A	O00220	11904	tumor necrosis factor receptor superfamily, member 10a	secreted	Euarchontoglires	91	Receptor
TNFRSF10B	O14763	11905	tumor necrosis factor receptor superfamily, member 10b	plasma membrane	Homininae	6	Receptor
TNFRSF10C	O14798	11906	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	cytoplasm. nucleus. plasma membrane	Homininae	6	Receptor
TNFRSF10D	Q9UBN6	11907	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	cytoplasm. nucleus. plasma membrane	Catarrhini	29	Receptor
TNFRSF11A	Q9Y6Q6	11908	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	cytoplasm	Amniota	324	Receptor
TNFRSF11B	O00300	11909	tumor necrosis factor receptor superfamily, member 11b	secreted	Euteleostomi	454	Receptor
TNFRSF12A	Q9NP84	18152	tumor necrosis factor receptor superfamily, member 12A	plasma membrane	Mammalia	220	Receptor
TNFRSF13B	O14836	18153	tumor necrosis factor receptor superfamily, member 13B	plasma membrane	NA	NA	Receptor
TNFRSF13C	Q96RJ3	17755	tumor necrosis factor receptor superfamily, member 13C	plasma membrane	Eutheria	97	Receptor
TNFRSF14	Q92956	11912	tumor necrosis factor receptor superfamily, member 14	plasma membrane	Euarchontoglires	91	Receptor
TNFRSF17	Q02223	11913	tumor necrosis factor receptor superfamily, member 17	endomembrane system. golgi apparatus. plasma membrane	Mammalia	220	Receptor
TNFRSF18	Q9Y5U5	11914	tumor necrosis factor receptor superfamily, member 18	plasma membrane. secreted	Amniota	324	Receptor
TNFRSF19	Q9NS68	11915	tumor necrosis factor receptor superfamily, member 19	plasma membrane	Euteleostomi	454	Receptor
TNFRSF1A	P19438	11916	tumor necrosis factor receptor superfamily, member 1A	endoplasmic reticulum. golgi apparatus. golgi apparatus membrane. plasma membrane. secreted	Amniota	324	Receptor
TNFRSF1B	P20333	11917	tumor necrosis factor receptor superfamily, member 1B	plasma membrane. secreted	Amniota	324	Receptor
TNFRSF21	O75509	13469	tumor necrosis factor receptor superfamily, member 21	plasma membrane	Euteleostomi	454	Receptor
TNFRSF25	Q93038	11910	tumor necrosis factor receptor superfamily, member 25	plasma membrane. secreted	Amniota	324	Receptor
TNFRSF4	P43489	11918	tumor necrosis factor receptor superfamily, member 4	plasma membrane	Theria	176	Receptor
TNFRSF6B	O95407	11921	tumor necrosis factor receptor superfamily, member 6b, decoy	cytoplasm. endoplasmic reticulum. secreted	NA	NA	Receptor
TNFRSF8	P28908	11923	tumor necrosis factor receptor superfamily, member 8	cytoplasm. plasma membrane. secreted	Eutheria	97	Receptor
TNFRSF9	Q07011	11924	tumor necrosis factor receptor superfamily, member 9	plasma membrane. secreted	Amniota	324	Receptor
TRAF2	Q12933	12032	TNF receptor-associated factor 2	cytoplasm	Euteleostomi	454	Receptor
TRAF3	Q13114	12033	TNF receptor-associated factor 3	cytoplasm. mitochondrion. nucleus membrane	Deuterostomia	824	Receptor
TREM2	Q9NZC2	17761	triggering receptor expressed on myeloid cells 2	plasma membrane	Amniota	324	Receptor
TRHR	P34981	12299	thyrotropin-releasing hormone receptor	endoplasmic reticulum. endosome. golgi apparatus. plasma membrane	Bilateria	910	Receptor
TSHR	P16473	12373	thyroid stimulating hormone receptor	endoplasmic reticulum. golgi apparatus. plasma membrane	Bilateria	910	Receptor
TSPAN1	O60635	20657	tetraspanin 1	endoplasmic reticulum. lysosome. lysosome membrane. plasma membrane	Euteleostomi	454	Receptor
TYRO3	Q06418	12446	TYRO3 protein tyrosine kinase	plasma membrane	Chordata	797	Receptor
TYROBP	O43914	12449	TYRO protein tyrosine kinase binding protein	cytoplasm. plasma membrane	Mammalia	220	Receptor
UNC5A	Q6ZN44	12567	unc-5 homolog A (C. elegans)	plasma membrane	Chordata	797	Receptor
UNC5B	Q8IZJ1	12568	unc-5 homolog B (C. elegans)	plasma membrane	Chordata	797	Receptor
UNC5C	O95185	12569	unc-5 homolog C (C. elegans)	plasma membrane	Chordata	797	Receptor
UNC5D	Q6UXZ4	18634	unc-5 homolog D (C. elegans)	plasma membrane	Chordata	797	Receptor
UTS2R	Q9UKP6	4468	urotensin 2 receptor	plasma membrane	Euteleostomi	454	Receptor
VANGL1	Q8TAA9	15512	VANGL planar cell polarity protein 1	plasma membrane	Chordata	797	Receptor
VIPR1	P32241	12694	vasoactive intestinal peptide receptor 1	plasma membrane	Euteleostomi	454	Receptor
VIPR2	P41587	12695	vasoactive intestinal peptide receptor 2	plasma membrane	Amniota	324	Receptor
VLDLR	P98155	12698	very low density lipoprotein receptor	n/a	Euteleostomi	454	Receptor
VTCN1	Q7Z7D3	28873	V-set domain containing T cell activation inhibitor 1	plasma membrane	Tetrapoda	361	Receptor
XCR1	P46094	1625	chemokine (C motif) receptor 1	plasma membrane	Amniota	324	Receptor
ZNRF3	Q9ULT6	18126	zinc and ring finger 3	plasma membrane	Euteleostomi	454	Receptor
